"번호","주제분류","문화시설명","주소","자치구","위도","경도","전화번호","팩스번호","홈페이지","관람시간","관람료","휴관일","개관일자","객석수","대표이미지","기타사항","시설소개","무료구분","지하철","버스정거장","YELLOW","GREEN","BLUE","RED","공항버스"
"758","미술관/갤러리","한벽원미술관","서울특별시 종로구 삼청로 83","종로구","37.5828831210893","126.981563523249","02-732-3777","","-","","0","신정, 명절 휴무","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ad8a931448d4c0fb41e0cf09edf94d3&thumb=Y","","<span style='font-size: 14pt;'>한국 화단을 위해 평생 헌신하신 월전 선생을 기리는 기념관 성격의 미술관 건립이 필요하다는 미술계의 열망에 부응하여 문화계 저명 인사들로 발기인 및 재단 임원을 선임하여 1989년 장우성미술문화재단이 설립되었다. 본 재단은 1991년 4월 21일 재단법인 월전미술문화재단으로 명칭을 변경하였다.  1991년 4월 27일 서울시 종로구 삼청로 83 (팔판동) 에 월전미술관 한벽원 (寒碧園)을 개관하고, 미술관 내에 부설 동방예술연구회 (東方 藝術硏究會)를 두었다. 연구회원을 위한 의미 있는 교육 사업은 재단 설립 후 현재까지 사계의 권위있는 학자를 초청하여 동양의 문학, 역사, 철학, 종교, 미술사상 등 이론 강좌를 제공한 것이다. 그리고 이 강좌를 모아 매년 &lt;한벽문총 (寒碧文叢)&gt;을 간행하여 주요 관련기관 및 개인들에게 증정하고 있다.  또한 한국화의 역량 있는 작가를 격려하고, 창작 의욕을 고취시키고자 월전미술상을 제정하여 지금까지 제1회 오용길을 필두로 김보희, 김대원, 조환, 이완종, 조춘자 작가에게 시상하였다.  2005년 월전 선생 서거 후, 생전의 업적을 기리고 재단 사업을 더욱 공고히 하고 발전시키기 위해 이천시립월전미술관으로 확대 전환 (2007년)하여 재단의 주요 사업을 전개하고 있다.</span>","무료","","","","","","",""
"796","공연장","시온아트홀","서울 종로구 대학로8가길 52 3층","종로구","37.5829828294892","127.002649344897","070-8719-9106","","https://www.instagram.com/sionart__hall/","","공연 별 상이","정보없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e51f2fc7f6d64227a7ee9fa4963f675e&thumb=Y","","<p style='text-align: center; ' align='center'><img src='/editorUpload/01712cc1-378c-410d-bdd3-13f043e8c902.jpg  ' alt='서울형 창작극장 대관료 안내 기존 대관료 시온아트홀 서울형 창작극장 1일 1일 1개월 13,200,000 1개월 31일 이상 (일) 396,000 31일 이상 (일) 198,000 *VAT 포함 대관 세부사항은 공연장으로 문의 바라겠습니다.'><br style='clear:both;'><br></p>","유료","","","","","","",""
"760","공연장","푸르지오 아트홀","서울특별시 중구 을지로 170 을지트윈타워 서관 3층","중구","37.5661391831606","126.99732748195","02-2288-2864","","http://prugioarthall.daewooenc.com","","","없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa51fd57b78847bc960d8fa5b8f74e70&thumb=Y","","<p>푸르지오 아트홀은 최적의 공연환경을 제공합니다.</p> <p><strong>최적의 음향조건 경험할 수 있게 설계</strong><br />공연장의 가장 큰 음향 요소는 모든 객석 간의 음향 에너지 레벨 편차가 약 4dB 이내로 편성되어야 연주자의 연주가 공연장 전체에 최소한의 감쇠특성을 가지게 되므로 공연장 전체에 잘 전달되게 됩니다. 푸르지오 아트홀은 마감소재가 후벽 타공 패널을 제외하고 흡음재가 사용되지 않았고 소리를 여러 방향으로 효과적으로 전달시키는 천장의 오목렌즈 형태의 구조체를 선택하여위의 언급된 음향 에너지의 고른 확산을 경험할 수 있는 공연장으로 공연하시는 연주자들과감상하시는 관객에게 모두 최적의 음향 조건을 경험할 수 있게 설계되었습니다.</p> <p><strong>다양한 장르를 소화해낼 수 있는 최적의 음향 환경</strong><br />푸르지오아트홀은 모든 벽체를 세계최고의 음향설계 회사중 하나인 &ldquo;RPG DIFFUSER SYSTEM&rdquo;의 음향기술로 시공하였으며 그에 따른 최적의 설계로 음향 확산구조를 적용하여 비교적 소규모 공연장임에도 불구하고 실내악, 독주회, 독창회 등의 클래식 컨텐츠 뿐만 아니라 국악, 크로스오버, 대중음악 등의 다양한 장르를 소화해 낼 수 있는 최적의 음향 환경을 제공합니다.</p>","무료","","","","","","",""
"761","도서관","강남구립행복한도서관","서울 강남구 영동대로65길 24 대치2동주민센터 3층","강남구","37.5023043321987","127.064187680006","02-567-3833","","https://library.gangnam.go.kr/happylib/index.do","","","매주 화요일, 일요일을 제외한 법정공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c4106d5eec4454db9356278b3d05e89&thumb=Y","","<div><span style='font-size: 14pt;'><b>이용안내</b></span></div><div><span style='font-size: 14pt;'>자료실 평일(월~금) 09:00~22:00&nbsp; / 주말(토, 일) 09:00~17:00</span></div><div><b style='font-size: 14pt;'>휴관일</b><span style='font-size: 14pt;'> : 매주 화요일, 일요일을 제외한 법정공휴일, 기타 관장이 필요하다고 인정하는 날</span><br></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 14pt;'>사진출처: 한국강사신문</span></div>","무료","","","","","","",""
"762","도서관","서울특별시교육청 강남도서관","서울 강남구 선릉로116길 45","강남구","37.5137356","127.0469916","02-3448-4741~5","","http://gnlib.sen.go.kr/","","","매월 첫째? 셋째 수요일 , 법정공휴일(일요일을 제외한 관공서 공휴일)","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e791bc8205d949c48acb192de035e35c&thumb=Y","■ 외곽시설 - 대 지 1,079.1㎡ (327평), - 건 물 1,558.1㎡ (427평) ■ 형 태 - 5층(지하1층~지상 4층) 콘트리트 건물 ■ 총좌석수 : 327석","<span style='font-size: 14pt;'>강남도서관은 1982년 3월 개관이래 각 분야의 정보 및 지식의 제공과 다양한 문화프로그램을 통해 지역주민의 지적수준 향상과 건전한 시민의 문화공간으로 그 역할을 담당해 오면서 15만 여권의 다양한 장서와 연속간행물, 비도서자료 및 인터넷 환경을 제공함으로써 강남구 정보문화센터로서의 역할을 담당하고 있습니다. 2003년 4월에는 국립중앙도서관에서 개발한 공공도서관 표준 자료관리시스템 KOLASⅡ를 도입하여 이용자가 시간과 공간의 제약 없이 인터넷상에서 도서관에 소장되어있는 모든 자료의 소장여부 및 대출상태를 실시간으로 검색할 수 있으며 이용자 부가 서비스 기능이 강화되어 보다 편리하게 이용하실 수 있습니다. 또한 21세기 지식기반사회에 대응할 수 있도록 디지털 도서관의 기반조성을 위하여 기존의 전자정보코너를 디지털자료실로 확장 이전하여 정보의 신속성, 최신성, 전문성을 위한 다양한 정보서비스와 영상매체 및 어학학습시스템을 설치하여 자기발전 및 여가활용에 도움을 줄 수 있도록 하였습니다. </span><br>  <br>","유료","","","","","","",""
"763","도서관","송중문화정보도서관","서울특별시 강북구 도봉로20나길 6","강북구","37.6183204133122","127.02997562583","02-944-3160","02-944-3169","https://www.gblib.or.kr/songjung/","","","첫째, 셋째 월요일, 정부지정 공휴일","2010.03.02","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100876&thumb=Y","","<div><span style='font-size: 14pt;'>도심속의 쉼터, 송중문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2010년 개관하였습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>앞으로도 우리 송중문화정보센터는 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'><b>시설현황</b></span></div><div><span style='font-size: 14pt;'>1층 : 자료열람실, 꿈자람터</span></div><div><span style='font-size: 14pt;'>2층 : 일반열람실, 정보검색실</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'><b>이용시간</b></span></div><div><span style='font-size: 14pt;'>1층 자료열람실 평일 09:00~18:00, 주말 09:00~17:00</span></div><div><span style='font-size: 14pt;'>2층 정보검색실 평일 09:00~18:00, 주말 09:00~17:00</span></div><div><span style='font-size: 14pt;'>3층 일반열람실 07:00~22:00</span></div>","유료","","","","","","",""
"764","기타","다락방(茶樂房)","서울특별시 은평구 진관길 23","은평구","37.6415095859352","126.941165084265","02-351-8553","","https://museum.ep.go.kr/experience/darakbang.asp","","0","매주 월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90b8caf0193f4d8cba2c3e2cc07356b8&thumb=Y","","<p>다락방은 한옥에서 차(茶)를 매개로 다양한 한문화 체험 및 문화 향유 기회를 제공하기 위한 체험 공간입니다. 다락방은 1층 좌식 체험공간인 온정다실과, 2층 입식체험공간 솔빛다락, 사계다락으로 구성되어 있으며 이곳에서 차 관련 체험(유로)을 통해 편안한 시간을 느끼실 수 있습니다. 화요일에는 지역 차 전문가와 함께하는 &lt;화요 힐링 다도 체험&gt;, 수~일요일에는 차를 우리며 펀안한 찻자리를 느껴보는 &lt;다락방 찻자리&gt;가 열립니다. 체험료는 상이하며 더 자세한 내용은 은평역사한옥박물관 홈페이지에서 확인하실 수 있습니다.</p>","무료","","","","","","",""
"765","도서관","서울특별시교육청 노원평생학습관","서울 노원구 동일로204길 13 노원평생학습관","노원구","37.6395138569616","127.067821262987","02-979-1741","02-977-9182","http://nwllc.sen.go.kr/","","","매월 둘째?넷째 월요일, 일요일을 제외한 법정공휴일(공휴일과 일요일이 겹칠 경우 휴관)","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=31bbd6890dc64bbeb494d28a53902445&thumb=Y","■ 대 지 : 3,055㎡ (924평) ■ 건 물 : 철근콘크리트 지상 4층, 지하1층 ->4,205,46㎡ (1,274 평)","<span style='font-size: 14pt;'>우리 평생학습관은 1990년에 중계도서관으로 개관하여 공공도서관의 역할을 수행하여 왔으며, 1999년 7월 16일부터 공공도서관의 기능을 유지하면서 서울특별시 교육청 행정기구 설치조례 제3561호('99.1.15)에 의거 중계평생학습관으로 개편 운영하게 되었습니다. </span><br>  <br><span style='font-size: 14pt;'>  ■ 이용시간 안내  </span><table border='1' cellspacing='0' cellpadding='3' width='100%'> <tbody> <tr align='middle'> <td width='34%'><span style='font-size: 14pt;'>실 별</span></td> <td width='33%'><span style='font-size: 14pt;'>평 일</span></td> <td width='33%'><span style='font-size: 14pt;'>토,일요일</span></td></tr> <tr align='middle'> <td><span style='font-size: 14pt;'>문헌정보실</span></td> <td><span style='font-size: 14pt;'>09:00~22:00</span></td> <td rowspan='3'><span style='font-size: 14pt;'>09:00~17:00</span></td></tr> <tr align='middle'> <td><span style='font-size: 14pt;'>디지털자료실</span></td> <td rowspan='2'><span style='font-size: 14pt;'>09:00~18:00</span></td></tr> <tr align='middle'> <td><span style='font-size: 14pt;'>어린이실</span></td></tr> <tr align='middle'> <td><span style='font-size: 14pt;'>학습열람실</span></td> <td><span style='font-size: 14pt;'>하절기(3월~10월) 07:00~22:00</span><br><span style='font-size: 14pt;'>  동절기(11월~2월) 08:00~23:00</span></td> <td><span style='font-size: 14pt;'>하절기(3월~10월) 07:00~22:00</span><br><span style='font-size: 14pt;'>  동절기(11월~2월) 08:00~23:00</span></td></tr></tbody></table><br>  <br><span style='font-size: 14pt;'>  ■ 정기휴관일 : 매월 둘째?넷째 월요일</span><br>  <br><span style='font-size: 14pt;'>  ■ 법정 공휴일 : 일요일을 제외한 법정공휴일 (일요일과 겹칠 경우 휴관) </span><br>  <br><span style='font-size: 14pt;'>  ■ 임시공휴일 : 관장이 도서의 정리, 보수공사, 장서점검 및 기타의 사유로 휴관이 필요하다고 인정하는 날</span>","무료","","","","","","",""
"766","기타","서울문화예술교육센터 서초","서울특별시 서초구 신반포로19길 6","서초구","37.5047177127649","126.998308072811","02-3399-0777","","https://www.sfac.or.kr/artspace/artspace/seocho_main.do?groupCtgry=g5","","","일, 월, 법정공휴일 휴관","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ec6d48892b5543418592c7969d813c28&thumb=Y","","<div><span style='font-size: 14pt;'><b>서울문화예술교육센터 서초</b></span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>동남권에 거점을 둔 문화예술교육센터</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>서울문화예술교육센터 서초는 동남권을 대표하는 예술교육 거점 공간으로, 음악에 특화된 문화예술교육프로그램을 운영합니다.</span></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 14pt;'>지하2층~지상5층으로 이루어져 있으며, 공연장(241석), 마스터클래스실, 앙상블실, 프로그램실 등 다양한 음악교육을 위한 공간이 조성될 예정입니다.</span></div>","무료","","","","","","",""
"767","기타","역삼1동복합문화센터","서울특별시 강남구 역삼로7길 16","강남구","37.4953732068069","127.033283840382","02-2176-0720","","https://life.gangnam.go.kr/fmcs/118","","프로그램별 상이","일요일, 법정공휴일, 근로자의날","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=414c7acf43334d64afa5b8b2fe7454ee&thumb=Y","","<p><span style='font-size: 14pt;'>역삼1동복합문화센터는 주민 여러분의 건강한 여가생활과 풍요로운 삶을 위한 다양한 웰빙, 건강, 취미 프로그램을 준비하여 남녀노소 누구나 손쉽게 이용할 수 있도록 운영하고 있습니다.</span></p>","유료","","","","","","",""
"768","기타","논현2동복합문화센터","서울특별시 강남구 학동로43길 17","강남구","37.5172831299803","127.037204204847","02-2176-0620","","https://life.gangnam.go.kr/fmcs/111","","프로그램별 상이","일요일, 법정공휴일, 근로자의날","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1fd69294ba1e4d089bbbc9d35e363b3b&thumb=Y","","<p><span style='font-size: 14pt;'>논현2동복합문화센터는 건강한 여가생활과 풍요로운 삶을 위한 다양한 프로그램을 준비하고 있습니다.</span></p><p><span style='font-size: 14pt;'>최고의 전문 지도진을 바탕으로, 함께하는 소중한 시간을 값지고 의미있게 만들기 위해 운영진 모두 열과 성을 다하여 주민 여러분을 모실 것을 약속합니다.</span></p><div><br></div>","유료","","","","","","",""
"769","미술관/갤러리","성북구립미술관","서울특별시 성북구 성북로 134","성북구","37.5948371972307","126.994887077742","02-6925-5011","","https://sma.sbculture.or.kr/","","0","매주 월요일 및 공휴일 등(*기획전시 기간 외 휴관)","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bd9892047e884dd19a090bc514e67ae4&thumb=Y","","<p><span style='font-size: 14pt;'>성북구립미술관은 지역 미술관의 선구적인 사례로 주목받는 자치구 최초의 공립미술관으로, 2009년에 개관한 이래 지역 특성을 반영하여 한국 근현대 미술 중심의 전문성과 미술문화 향유 기회의 확장과 공공성을 지향하는 미술관으로 운영해오고 있습니다. 지역의 문화예술 자산을 보존하려는 노력, 지역공동체와의 적극적인 소통, 지역주민을 위한 긴밀한 교육기관, 작가가옥미술관의 설립 등 중요한 역할을 담당하며 지역 안팎의 교두보가 되는 사업을 시행하고 있습니다.</span></p>","무료","","","","","","",""
"770","기타","서울시립과학관","서울특별시 노원구 한글비석로 160","노원구","37.6419941138165","127.07743706477","02-970-4500","","http://science.seoul.go.kr","","","매주 월, 1월1일, 설날 및 추석당일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d84dab98d9634553b8d20e9aa35fbef7&thumb=Y","","<p><font color='#444444' face='notokr-regular'><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0);'>강북권역에 과학문화시설을 확충해 지역별 과학문화 격차를 해소하고 서울의 권역별 균형발전을 도모하기 위해 노원구 하계동에 서울시립과학관을 건설하였음. 서울시립과학관은 2014년 착공하여 2016년에 공사 및 전시제작 설치를 완료하고, 2017년 5월에 개관하였음</span></font></p><p><br></p><p><font color='#444444' face='notokr-regular'><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0);'>청소년과 함께 만들어가는 새로운 과학커뮤니티 마련</span></font></p><p><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0); font-family: notokr-regular;'>기초과학으로 특화된과학관 :&nbsp;</span><font color='#444444' face='notokr-regular'><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0);'>수학,물리,화학,생물,지구과학 등 기초과학의 원리를 실생활과 연계한 체험을 바탕으로 과학결과물 뿐만 아니라 과학탐구의 전 과정을 볼수있는 과학관</span></font><br></p><p><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0); font-family: notokr-regular;'>지역중심 과학관</span><br></p><p><span style='font-size: 16px; letter-spacing: -0.5px; color: rgb(0, 0, 0); font-family: notokr-regular;'>체험과 사고 배우는 전시?교육</span><br></p><p><br></p>","무료","7호선 하계역 도보 10분","","","","","",""
"771","공연장","나온씨어터","서울특별시 종로구 혜화로9길 7","종로구","37.5877080257863","126.999406149636","02-3675-3677 ","","https://naontheater20.modoo.at/","","공연 별 상이","없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e52a71e1b0fc465189cc113fe4c838fc&thumb=Y","","<p><span style='font-size: 14pt;'>나온씨어터는 2020년부터 극단 거북이걸음이 운영하는 민간 극장으로서 창작 작품을 중심으로 젊은 예술가들과 공연예술을 기획해 공연을 올리며 다양한 협업을 진행해 왔으며, 상업적 논리에서 벗어나 폭넓은 시각으로 다양한 작품을 선보이는 기획공연과 프로그램을 운영하고 있다. 또한 순수예술 제작에 중심을 둔 창작 극장으로서의 정체성을 새롭게 다지고 있으며, 젊은 청년 예술가들과의 협업으로 문화예술의 발전에 기여를 도모하고 있다. 나온씨어터는 자유로운 문화의 장으로, 다양한 창작자들의 실험적인 아이디어를 확장하고 발전시키는 창작 동력에 힘을 더해주고 있으며, 무한한 가능성을 만들어내는 공간으로 거듭나고 있다.</span></p> <p><span style='font-size: 14pt;'><strong>극단 거북이걸음</strong></span><br /><span style='font-size: 14pt;'>빠름이 미덕이 돼가는 사회 속에서 조금은 느리더라도 한 걸음 한 걸음 의미 있는 발걸음으로 천천히 나아가며</span><br /><span style='font-size: 14pt;'>동시대를 살아가는 인간과 삶에 대해서 공유하고 공감을 통한 위로를 전하는 작품을 만들고자 하는 사람들의 모임입니다.</span></p>","유료","","","","","","",""
"772","기타","관악청년청","서울특별시 관악구 신림로3길 35","관악구","37.4675533645757","126.944962394132","02-883-8116","","https://www.checkin-gwanak.or.kr/main/","","","월요일, 공휴일 휴무","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=040d577272ca481e93f49cdfe9743dd7&thumb=Y","","<div><span style='font-size: 14pt;'>관악청년청은 청년특별시 관악구에서 청년들이 지역사회와 소통할 수 있는 플랫폼으로 청년의 다양한 활동과 목소리를 적극적으로 담아내고자 설립되었으며 2023년 4월 개관하였습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>청년들이 직접 관악청년청의 역할과 비전, 운영방안 등을 수립하며 청년에 의한, 청년을 위한 관악청년청을 만들어갑니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>청년들이 활발한 정보교류와 네트워킹을 할 수 있도록 쾌적한 공간을 구성, 운영하고 있으며 각 공간을 활용한 고용, 일자리, 복지, 커뮤니티 지원 등 다양한 「청년 맞춤형 사업」을 진행하고 있습니다.</span></div>","무료","","","","","","",""
"773","미술관/갤러리","갤러리더씨","서울 용산구 임정로 35 2층","용산구","37.543149846744","126.958603008297","070-7869-9694","","https://www.gallerythec.com/","","0","일,월","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ec72157b39e4b2dbd372c43cc1d695c&thumb=Y","","<p><span style='font-size: 14pt;'>갤러리더씨(Gallery the C)는 예술의 다양성을 존중하며, 새로운 시각을 발견하고자 하는 전시 공간입니다. 서울 용산구에 위치한 이 갤러리는 동시대 예술가들의 다양한 작품을 소개하며, 창작자와 관객이 소통할 수 있는 플랫폼 역할을 합니다. 특히, 2층에 자리한 전시 공간은 실험적인 시도와 독창적인 예술적 담론을 펼칠 수 있는 열린 공간으로, 회화, 조각, 설치, 뉴미디어 등 다양한 장르의 전시가 이루어집니다. 갤러리더씨는 예술을 통한 소통과 공감을 중시하며, 예술가들이 자유롭게 자신만의 언어를 탐구하고 표현할 수 있도록 지원하는 공간입니다.</span></p>","무료","","","","","","",""
"774","문화원","동대문문화원","서울 동대문구 왕산로 128 (동의보감타워) 지하2층","동대문구","37.5778202033957","127.037630755836","02-2241-9300","02-2241-9301","https://dongdaemun.kccf.or.kr:","","0","매주 토요일, 일요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=599c01d4c6e14bdba804254e942480bf&thumb=Y","","<p><span style='font-size: 14pt;'>동대문구의 문화와 역사를 지켜가는 동대문문화원은 1998년 창립되어 그동안 동대문구의 다양한 문화행사 및 전통문화의 계승과 지역문화예술인의 활동지원등 동대문구 문화의 구심점이 되고있습니다. 다양한 과목의 문화예술 강좌를 비롯하여 동대문구의 윈드오케스트라 '굿밴드'를 보유하고 있으며, 문화활동과 어르신문화향유 서비스 등 봉사활동도 함께 진행하고 있습니다.</span></p>","무료","","","","","","",""
"775","기타","LDK","서울 용산구 대사관로20길 8 ldk","용산구","37.5331280165774","127.003508572886","없음","","https://www.instagram.com/ldk_roomservice","","0","없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc1fed9879b342d0a15223aea2df6b9e&thumb=Y","","<p><span style='font-size: 14pt;'>About LDK LDK는 한남동에 위치한 100평 규모의 2층 단독 주택입니다. 브랜드 팝업스토어, 촬영, 행사를 위한 대관 뿐 아니라 공연, 퍼포먼스, 쇼케이스, 전시, 스크리닝, 워크숍, 연구 등 장르와 매체의 구분없이 다양한 분야의 활동을 수용할 수 있는 공간을 지향합니다.</span></p> <p><span style='font-size: 14pt;'>이 주택은 40년이 넘게 대사관저로 사용된 곳으로, 주거 공간의 흔적이 다수 남아있는 것이 특징입니다. 두 개의 거실, 한 개의 주방, 일곱 개의 방, 테라스와 정원, 지하차고 등 여러 성격의 공간으로 이루어져 있어 사용방식에 따라 다양한 공간 활용이 가능합니다.</span></p>","무료","","","","","","",""
"776","공연장","미마지아트센터 물빛극장","서울특별시 종로구 대학로8가길 129","종로구","37.5803062246686","127.003529125757","02-6404-5005","","없음","","공연별 상이","없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27086c46b00d42278ae8e693a4071fc9&thumb=Y","","<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>개관연도 2008년 객석수 98석</span></div>","유료","","","","","","",""
"777","기타","한강플플","서울특별시 광진구 강변북로 2202","광진구","37.5308773153076","127.065983191885","02-3780-0517","","https://www.j-bug.co.kr/","","0","매주 월요일, 1월 1일, 설날 및 추석 당일 휴관","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=68241ce510574dde8e8df3cc218813c5&thumb=Y","","<p style='text-align: center;'>한강플플(Play+Place)은 한강의 다양한 매력을 한곳에서 만날 수 있는 복합문화공간입니다.<br />우리가 사랑하는 한강의 모습을 새로운 방식으로 경험해보세요.</p> <p style='text-align: center;'>각종 체험&middot;공연 프로그램부터 미디어아트, 휴게 라운지, 수달 놀이터까지 공존하는 이곳은<br />어린이부터 성인까지 전 세대가 함께 즐길 수 있는 한강의 새로운 테마파크가 될 예정입니다.</p> <p style='text-align: center;'>한강의 매력을 다채롭게 느낄 수 있는 특별한 문화 쉼터,<br />한강플플에서 한강의 새로운 일상을 만나보세요.</p>","무료","","","","","","",""
"778","미술관/갤러리","공간투","서울 영등포구 경인로 790 2F/3F","영등포구","37.514176444136","126.901017134427","02-2632-8848","","https://www.gongcraft.net/?page_id=9737","","","매주 월, 화요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b4f693c55eb45ca900ad4d4e66b15b4&thumb=Y","","<div><span style='font-size: 14pt;'>공투’는 ‘인디아트홀 공’의 새로운 이름입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>2012년부터 2021년까지 10여년간 예술 공간에 대한 다양한 시도를 했던 인디아트홀 공은 새로운 장소에서 새로운 이름 ‘공투’를 시작합니다. “왜 또 다시 공간”인가? 라는 질문을 받곤 합니다. 이에 대한 잠정적인 대답은: 우리는 혐오와 불평등, 능력주의가 만연한 세상에서도 우리가 할 수 있는 일을 지속하고 싶습니다. ‘공투’는 관조보다는 참여를 선택했고, 우리가 가장 좋아하고 가장 최선을 다 할 수 있는 일은 바로 ‘예술’이기 때문입니다.&nbsp;</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>우리는 사회문제에 대해 예술로 사유하고 말을 건낼 수 있다고 생각합니다.</span></div><div><span style='font-size: 14pt;'>‘공투’는 창작의 과정을 돕는 매개체로서의 공간입니다.</span></div>","무료","","","","","","",""
"779","공연장","아르코꿈밭극장","서울 종로구 대학로12길 46 삼광빌딩","종로구","37.5820571199944","127.00371635053","정보 없음","","https://theater.arko.or.kr/customerservice/notice/236587","","","정보 없음","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48651f328e2f4ed68466fbacfdab127f&thumb=Y","","<div><span style='font-size: 14pt;'>어린이?청소년 관객을 위한 『아르코꿈밭극장』이 새롭게 개관하였습니다. 지난 33년간 어린이 창작극의 터전을 일구어 온 『학전소극장』이 있던 동일한 공간에 마련된 극장입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>『학전소극장』은 1991년 3월 15일 개관하여 총 359개 작품을 기획?제작하며 끊임없는 실험과 도전으로 33년간 많은 공연예술인들의 성장 터전이자 관객들의 삶 속에 함께한 한국 공연문화의 못자리로서의 역할을 다하였으며 2024년 3월 15일 폐관하였습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>그리고 새롭게 개관하는 『아르코꿈밭극장의 이름은 대국민 공모와 투표로 선정되었으며, 배움의 밭이었던 '학전(學田)'이 관객과 창작자들 '꿈이 움트고 자라는 공간'으로 재탄생한다는 의미를 담고 있습니다. 공간의 역사적 정체성에 부합되도록 어린이?청소년을 위한 창작의 장이자 젊은 뮤지션을 위한 공간으로도 운영될 예정입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>시간의 의미를 담아 마련된 『아르코꿈밭극장』에서 예술가의 상상력이 햇살처럼 펼쳐지고 관객의 즐거움이 쑥쑥 자라나기를 기대하며, 여러분의 따뜻한 관심을 부탁드립니다.</span></div><div><span style='font-size: 14pt;'><br></span></div><div><span style='font-size: 18.6667px;'>사진 출처: 서울경제 제공</span><br></div>","무료","","","","","","",""
